BC,SVC,KNC,NC,GPC,DTC,NNC,ExTC1,ExTC2
0.002244899305853,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.023754507817739,0,0
0.001485892579497,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.026954949674407,0,0
0.004047106952284,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.030311355761538,0,0
0.004583345962288,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.037999554611144,0,0
0.000186472879184,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.031114724562504,0,0
0.000306474233499,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.025144503371005,0,0
0.000323950168642,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.027371222373645,0,0
0.000194356929937,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.044802754744171,0,0
0.000418926630317,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.027921638496106,0,0
0.001512697280954,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.024426891191286,0,0
0.000498504677786,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.055364430558974,0,0
0.000960007282033,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.032253563514735,0,0
0.003000059468141,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.023941348360027,0,0
0.002514962518864,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.057417419248534,0,0
0.001473151644377,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.023821438578994,0,0
0.000405342290301,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.022324113096121,0,0
0.000282274831272,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.025242071797317,0,0
0.000407977312266,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.05021602675084,0,0
0.000560549281422,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.028009076104648,0,0
0.000132774217502,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.030007124429611,0,0
0.000651871129693,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.052831556852068,0,0
0.001392105520537,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.015241282347464,0,0
0.000874717148615,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.038141198250735,0,0
0.000229906053267,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.025680883702806,0,0
0.000570440143008,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.055016122294353,0,0
0.002730786199674,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.017162862027264,0,0
0.000886271886067,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.033359833339794,0,0
0.000669746061897,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.036238576287534,0,0
0.000980737664289,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.085681142702299,0,0
0.00219066308219,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.048539193805308,0,0
0.000324077796307,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.034930200637861,0,0
0.000577458620458,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.021945105058598,0,0
0.002478187088639,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.021646640934903,0,0
0.001317719344948,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.099568006841158,0,0
0.000492174548313,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.028486802616304,0,0
0.000902718469805,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.029299503127145,0,0
0.000765741815595,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.061502490919783,0,0
0.000826513135768,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.025865950996267,0,0
0.001687108447381,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.015991284444003,0,0
0.00039572297811,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.01674051834175,0,0
0.003710187764678,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.024121326517533,0,0
0.000788494903838,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.043437278955399,0,0
0.000316765834124,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.027302377735238,0,0
0.000337052754279,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.059094574050853,0,0
0.000597191969466,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.063721232556162,0,0
0.000439138981458,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.011251668585863,0,0
0.000215727412824,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.051906325688352,0,0
0.000944310680952,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.039217979635808,0,0
0.000559966272232,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.024688108165419,0,0
3.85484698327078E-06,0.000180759133242,0.020936387080669,0.251524122892348,0,0,0.039886801735628,0,0
